 4.63230000000000000e-02 -9.06000000000000000e-04 -2.29970000000000000e-02
 2.58508000000000000e-01  2.00934570000000000e-04  7.77600000000000000e-09
 1.27230000000000000e-08 -1.04916000000000000e-08  1.12104000000000000e-03
 1.63000000000000000e-05 -7.57600000000000000e-03 -2.75934000000000000e-01
-3.08000000000000000e-04  9.50000000000000000e-06 -1.70000000000000000e-01
-9.95346000000000000e-01  7.48031000000000000e-01 -5.11820000000000000e-02
-2.43400000000000000e-03  2.75000000000000000e-03  3.44275000000000000e-01
-5.97000000000000000e-03  4.16110000000000000e-02 -7.00740000000000000e-02
 5.11000000000000000e-03 -1.47700000000000000e-03 -2.77100000000000000e-04
 0.00000000000000000e+00  7.45384000000000000e-01  6.82752000000000000e-01
 6.51436000000000000e-01  6.24594000000000000e-01  1.99676608000000000e+02
 9.32749830000000000e+01  8.10344420000000000e+01  1.40243440000000000e+01
-4.12460000000000000e-02  8.64919000000000000e-01  7.02961230000000000e+01
 5.85417300000000000e+00 -5.25387200000000000e+00  5.42475000000000000e+00
 4.83130000000000000e-01  0.00000000000000000e+00 -1.40855000000000000e-01
 1.55410000000000000e+01  5.21500000000000000e+00 -1.99600000000000000e+00
-7.96800000000000000e+00  4.67851000000000000e-01  4.49700000000000000e+02
 2.52900000000000000e+02  7.98800000000000000e+02  4.50400000000000000e+02
 1.04735500000000000e+03  2.03488954208000000e+02  1.01374723445000000e+02
 2.15710714030000000e+01  0.00000000000000000e+00  8.30912157120000000e-02
 1.48485000000000000e-02 -8.10700000000000000e-04  7.14200000000000000e+04
 9.92482500000000000e+00  1.11000000000000000e-01  4.65000000000000000e+02
 8.25000000000000000e+02  1.51640000000000000e+04  7.37250000000000000e+04
 4.84602472000000000e-02  4.75600000000000000e+03  8.14900000000000000e+04
 3.11080000000000000e+04  4.74600000000000000e+04  3.10401000000000000e+00
 1.30691000000000000e+00  2.34457888888888889e+01  3.34597338960000000e-02

 4.63230000000000000e-02 -9.06000000000000000e-04 -2.29970000000000000e-02
 2.58508000000000000e-01  2.00934570000000000e-04  7.77600000000000000e-09
 1.27230000000000000e-08 -1.04916000000000000e-08  1.12104000000000000e-03
 1.63000000000000000e-05 -7.57600000000000000e-03 -2.75934000000000000e-01
-3.08000000000000000e-04  9.50000000000000000e-06 -1.70000000000000000e-01
-9.95346000000000000e-01  7.48031000000000000e-01 -5.11820000000000000e-02
-2.43400000000000000e-03  2.75000000000000000e-03  3.44275000000000000e-01
-5.97000000000000000e-03  4.16110000000000000e-02 -7.00740000000000000e-02
 5.11000000000000000e-03  2.14582032900000000e-03  9.94008351002670000e-05
 8.20836000000000000e-07 -7.43677416000000000e-10  5.28862009000000000e-04
-1.21622396209730000e-05  6.68263860640000000e-02  1.72751554086325120e-02
 6.04661760000000000e-17  1.61874729000000000e-16  5.73957760000000000e-05
 9.48640000000000000e-08  9.90713659716000000e-01 -9.86102878343681736e-01
 5.59550376961000000e-01  4.18561028028513791e-01  2.61959712400000000e-03
 5.92435600000000000e-06  7.56250000000000000e-06  3.56409000000000000e-05
 1.73147532100000000e-03  4.91036547600000000e-03 -3.44088950365224000e-04
 1.00000000000000000e+01  1.00000000000000000e+02  1.00000000000000000e+03
 1.00000000000000000e+04  0.00000000000000000e+00

 0.00000000000000000e+00  1.00000000000000000e+00  4.00000000000000000e+00
 7.00000000000000000e+00  8.00000000000000000e+00  9.00000000000000000e+00
 1.86358934126413144e+00  3.72717868252826288e+00  5.59076802379239432e+00
 1.17117205787693928e+00 -6.03396848665025472e+00 -2.95468003819279442e+00
-6.15857689691492060e+00 -3.07928844845746030e+00  3.07928844845746030e+00
 6.15857689691492060e+00  2.95468003819279442e+00  6.03396848665025472e+00
 2.83007162792812855e+00 -4.29852306911655407e+00 -2.18218139385732596e+00
-6.58397185980978527e-02 -4.23268335051845622e+00 -2.11634167525922811e+00
 2.11634167525922811e+00  4.23268335051845622e+00  6.58397185980978527e-02
