318
1 -1 1 1  -0.00845 -0.45 -0.17 -0.17 -0.51 -3.29 0.02
1 0 -3 -1  -0.01255 -0.37 -0.27 -0.69 0 -4.88 0.03
1 0 -3 1  -0.00537 -0.12 -0.12 -0.29 0 -2.09 0.01
1 0 -2 -1  -0.10964 -3.19 -2.33 -4.03 -0.02 -42.63 0.22
1 0 -2 1  -0.07846 -2 -1.72 -2.87 -0.03 -30.51 0.16
1 0 -1 -3  -0.00369 -0.04 -0.25 -0.07 0 -1.44 0
1 0 -1 -1  -0.42989 -13.13 -8.83 -8.15 -0.01 -167.15 0.88
1 0 -1 1  0.13928 1.86 3.37 2.46 0.04 54.16 -0.29
1 0 -1 3  0.00234 0.05 0.16 0.04 0 0.91 0
1 0 0 -3  -0.03226 -0.41 -2.15 0 0 -12.54 0.07
1 0 0 -1  -4.80578 -102.5 -103.39 -3.12 -0.09 -1868.59 9.85
1 0 0 1  -5.36844 -119.82 -113.86 -3.16 -0.08 -2087.37 11
1 0 0 3  0.00645 0.15 0.43 0.02 0 2.51 -0.01
1 0 1 -1  -0.58893 -7.87 -13.1 -10.9 0.03 -228.99 1.21
1 0 1 1  -0.66741 -14.68 -14.15 -12.47 0.07 -259.5 1.37
1 0 2 -1  -0.03636 -0.4 -0.81 -1.34 0 -14.14 0.07
1 0 2 1  -0.06383 -1.35 -1.35 -2.35 0.02 -24.82 0.13
1 0 3 -1  -0.00247 -0.02 -0.05 -0.14 0 -0.96 0
1 0 3 1  -0.00553 -0.11 -0.12 -0.3 0 -2.15 0.01
1 1 -2 -1  0.01597 0.2 0.35 0.59 0.96 6.21 -0.03
1 1 -2 1  0.0168 0.23 0.38 0.61 1.01 6.53 -0.03
1 1 -1 -1  0.00635 -0.38 0.07 0.2 0.36 2.46 -0.01
1 1 -1 1  -0.0559 -0.18 -1.29 -0.97 -3.36 -21.74 0.11
1 1 0 -1  0.80426 0.22 17.53 1.11 48.12 312.71 -1.65
1 1 0 1  0.80263 0.34 17.41 0.85 48.02 312.08 -1.65
1 1 1 -1  0.03465 0.09 0.75 0.71 2.07 13.48 -0.07
1 1 1 1  0.10176 0.15 2.2 1.97 6.09 39.57 -0.21
1 1 2 -1  0.00317 0 0.07 0.12 0.19 1.23 0
1 1 2 1  0.01016 0.03 0.22 0.38 0.61 3.95 -0.02
2 -3 -1 -1  0.00914 0.25 0.2 0.17 1.64 0 0
2 -3 -1 1  0.01042 0.25 0.23 0.19 1.87 0 0
2 -3 0 -1  0.03647 0.91 0.81 0.02 6.54 0 0
2 -3 0 1  0.01603 0.62 0.35 0.06 2.88 0 0
2 -3 1 -1  0.0024 0.07 0.05 0.05 0.43 0 0
2 -3 1 1  0.00256 0.11 0.06 0.05 0.46 0 0
2 -2 -2 -1  0.02285 0.53 0.51 0.83 2.73 0 0
2 -2 -1 -1  0.26865 6.32 5.97 4.91 32.14 0 0
2 -2 -1 1  0.31474 6.78 6.97 5.75 37.65 0 0
2 -2 0 -3  0.00273 0.03 0.18 0 0.33 0 0
2 -2 0 -1  1.08587 23.51 24.25 0.47 129.87 0 0
2 -2 0 1  0.38353 13.48 8.45 1.72 45.87 0 0
2 -2 1 -1  0.06915 1.69 1.51 1.31 8.27 0 0
2 -2 1 1  0.05848 2.24 1.28 1.26 6.99 0 0
2 -2 2 -1  0.00555 0.16 0.12 0.21 0.66 0 0
2 -2 2 1  0.00677 0.27 0.15 0.27 0.81 0 0
2 -1 -4 -1  0.00416 0.06 0.09 0.3 0.25 0 0
2 -1 -3 -1  0.05502 0.99 1.23 3.01 3.29 0 0
2 -1 -3 1  0.00935 0.12 0.21 0.51 0.56 0 0
2 -1 -2 -1  0.65025 13.75 14.46 23.7 38.91 0 0
2 -1 -2 1  -0.06208 -0.48 -1.4 -2.27 -3.71 0 0
2 -1 -2 3  -0.00267 -0.03 -0.18 -0.1 -0.16 0 0
2 -1 -1 -3  0.01034 0.06 0.69 0.17 0.62 0 0
2 -1 -1 -1  7.43488 154.99 165.14 135.9 444.61 -0.02 0
2 -1 -1 1  8.86853 174.25 196.33 161.68 530.29 -0.01 0
2 -1 -1 3  -0.01177 -0.23 -0.79 -0.24 -0.7 0 0
2 -1 0 -3  0.08815 0.98 5.9 -0.13 5.27 0 0
2 -1 0 -1  29.57794 553.39 661.64 12.43 1767.42 0.16 0
2 -1 0 1  7.95891 253.11 175.21 44.35 475.6 0 0
2 -1 0 3  -0.00944 -0.28 -0.63 -0.11 -0.56 0 0
2 -1 1 -3  -0.01669 -0.3 -1.12 -0.31 -1 0 0
2 -1 1 -1  1.76606 35.98 38.73 33.43 105.5 0.02 0
2 -1 1 1  1.13466 38.36 24.88 25.43 67.78 0 0
2 -1 1 3  -0.00224 -0.07 -0.15 -0.06 -0.13 0 0
2 -1 2 -1  0.12897 2.89 2.78 4.82 7.7 0 0
2 -1 2 1  0.12387 4.35 2.71 4.97 7.4 0 0
2 -1 3 -1  0.00985 0.24 0.21 0.55 0.59 0 0
2 -1 3 1  0.01211 0.44 0.26 0.7 0.72 0 0
2 0 -5 -1  0.01127 0.23 0.25 1.03 0 0 0
2 0 -5 1  0.0023 0.03 0.05 0.21 0 0 0
2 0 -4 -1  0.13381 2.77 2.96 9.75 0 0 0
2 0 -4 1  0.02496 0.39 0.56 1.82 0 0 0
2 0 -3 -1  1.51564 31.76 33.59 82.84 0.07 0 0
2 0 -3 1  0.25408 3.88 5.75 13.92 0 0.01 0
2 0 -3 3  0.00232 0.05 0.16 0.13 0 0 0
2 0 -2 -3  0.02045 0.1 1.37 0.7 0 0 0
2 0 -2 -1  15.56635 330.35 344.99 567.47 0.23 0.03 0
2 0 -2 1  -1.62443 -20.88 -36.38 -59.2 0.18 -0.02 0
2 0 -2 3  -0.06561 -0.77 -4.41 -2.38 0 0 0
2 0 -1 -3  0.32907 3.62 22.03 5.64 -0.02 0.01 0
2 0 -1 -1  166.57528 3219.29 3695.9 3042.8 -5.99 0.39 0
2 0 -1 1  199.48515 3726.28 4413.25 3627.39 -8.68 0.73 0
2 0 -1 3  -0.24484 -4.55 -16.39 -4.94 0.02 0 0
2 0 0 -5  -0.00221 -0.02 -0.25 0 0 0 0
2 0 0 -3  2.18637 23.85 146.45 -2.38 -0.27 0.03 0
2 0 0 -1  623.65783 9963.62 13978.19 245.16 -70.26 5 -0.03
2 0 0 1  117.26161 3313.25 2575.66 874.52 -12.65 1.79 -0.01
2 0 0 3  -0.14453 -3.71 -9.64 -2.05 0.02 0 0
2 0 1 -3  -0.29116 -3.49 -19.63 -5.36 0.05 0 0
2 0 1 -1  33.35743 512.77 735.76 630.31 -5.21 0.43 0
2 0 1 1  15.12165 433.44 331.25 359.2 -2.4 0.31 0
2 0 1 3  -0.03038 -0.82 -2.02 -0.85 0 0 0
2 0 2 -3  -0.00995 -0.12 -0.68 -0.36 0 0 0
2 0 2 -1  2.14618 33.22 46.62 80.12 -0.45 0.04 0
2 0 2 1  1.51976 43.48 33.21 62.71 -0.33 0.04 0
2 0 2 3  -0.00451 -0.12 -0.3 -0.2 0 0 0
2 0 3 -1  0.14642 2.28 3.13 8.16 -0.04 0 0
2 0 3 1  0.13795 3.92 3.01 8.15 -0.04 0 0
2 0 4 -1  0.01027 0.16 0.22 0.76 0 0 0
2 0 4 1  0.01186 0.33 0.26 0.91 0 0 0
2 1 -4 -1  0.00247 0.19 0.05 0.18 0.15 0 0
2 1 -3 -1  0.01818 1.67 0.38 0.99 1.1 0 0
2 1 -2 -1  0.07913 12.08 1.57 2.84 4.8 0 0
2 1 -2 1  0.05429 3.18 1.16 1.97 3.26 0 0
2 1 -1 -3  -0.00342 0.05 -0.23 -0.06 -0.2 0 0
2 1 -1 -1  -0.79105 41.53 -18.4 -14.91 -47.09 -0.01 0
2 1 -1 1  -1.31788 39.71 -29.98 -24.58 -78.59 0 0
2 1 0 -3  -0.05457 -0.95 -3.65 0.01 -3.27 0 0
2 1 0 -1  -12.0947 -205.76 -271.06 -3.14 -723.84 -0.31 0
2 1 0 1  -1.26433 -30.65 -27.38 -10.59 -75.65 -0.41 0
2 1 1 -3  0.00465 0.02 0.31 0.09 0.28 0 0
2 1 1 -1  -0.82275 -17.02 -18.2 -15.41 -49.25 -0.04 0
2 1 1 1  -0.23702 -7.85 -5.1 -5.79 -14.19 -0.08 0
2 1 2 -1  -0.06283 -1.47 -1.37 -2.34 -3.76 0 0
2 1 2 1  -0.03142 -1.17 -0.67 -1.31 -1.88 -0.01 0
2 1 3 -1  -0.00496 -0.13 -0.11 -0.28 -0.3 0 0
2 1 3 1  -0.00355 -0.14 -0.08 -0.21 -0.21 0 0
2 2 -2 -1  -0.01262 -0.47 -0.28 -0.46 -1.51 0 0
2 2 -2 1  -0.00504 -0.27 -0.11 -0.19 -0.6 0 0
2 2 -1 -1  -0.10535 -3.66 -2.34 -1.91 -12.62 0 0
2 2 -1 1  -0.1133 -3.82 -2.5 -2.08 -13.58 0 0
2 2 0 -1  -0.13415 -2.41 -3.04 -0.26 -16.07 0 0
2 2 0 1  -0.01482 -0.52 -0.32 -0.53 -1.78 0.03 0
2 2 1 -1  -0.00617 -0.08 -0.14 -0.13 -0.74 0 0
3 -1 -2 -1  -0.00282 -0.07 -0.06 -0.1 -0.17 -1.1 0
3 -1 -2 1  -0.00329 -0.07 -0.07 -0.12 -0.2 -1.28 0
3 -1 -1 -1  -0.02104 -0.53 -0.47 -0.39 -1.26 -8.18 0.04
3 -1 -1 1  -0.01356 -0.55 -0.29 -0.27 -0.81 -5.27 0.03
3 -1 0 -1  -0.02572 -0.94 -0.6 -0.07 -1.53 -10 0.05
3 -1 1 -1  -0.00275 -0.11 -0.06 -0.06 -0.16 -1.07 0
3 0 -3 -1  -0.00287 -0.04 -0.06 -0.16 0 -1.12 0
3 0 -2 -1  -0.03941 -0.88 -0.87 -1.44 0 -15.32 0.08
3 0 -2 1  -0.04852 -1.04 -1.06 -1.77 0 -18.87 0.1
3 0 -1 -1  -0.30517 -7.43 -6.74 -5.66 0.08 -118.66 0.63
3 0 -1 1  -0.20593 -7.88 -4.39 -4.05 0.12 -80.07 0.42
3 0 0 -3  -0.01009 -0.13 -0.68 0 0 -3.92 0.02
3 0 0 -1  -0.35183 -11.87 -8.15 -0.99 0.22 -136.8 0.72
3 0 0 1  -0.0284 -2.77 -0.49 -1.37 0.1 -11.04 0.06
3 0 1 -1  -0.03611 -1.26 -0.83 -0.75 0.03 -14.04 0.07
3 0 1 1  -0.00658 -0.56 -0.12 -0.29 0.02 -2.56 0.01
3 0 2 -1  -0.00322 -0.12 -0.07 -0.13 0 -1.25 0
3 1 -2 1  -0.00261 -0.12 -0.06 -0.09 -0.16 -1.02 0
3 1 -1 -1  0.01321 0.23 0.29 0.25 0.79 5.14 -0.03
3 1 -1 1  0.02083 0.37 0.45 0.39 1.24 8.1 -0.04
3 1 0 -1  0.03436 0.68 0.77 0.09 2.05 13.36 -0.07
3 1 0 1  0.01351 0.39 0.29 0.17 0.81 5.25 -0.03
3 1 1 -1  0.00426 0.09 0.09 0.09 0.25 1.66 0
3 1 1 1  0.00258 0.08 0.05 0.07 0.15 1 0
4 -2 -2 -1  0.00283 0.11 0.06 0.1 0.34 0 0
4 -2 -2 1  0.0123 0.5 0.27 0.45 1.47 0 0
4 -2 -1 -1  0.03462 1.29 0.77 0.65 4.14 0 0
4 -2 -1 1  0.0238 1.25 0.52 0.53 2.85 0 0
4 -2 0 -1  0.02899 1.41 0.65 0.18 3.46 0 0
4 -2 0 1  0.0127 0.79 0.27 0.2 1.52 0 0
4 -2 1 -1  0.00417 0.21 0.09 0.1 0.5 0 0
4 -2 1 1  0.00255 0.17 0.06 0.08 0.3 0 0
4 -1 -2 -1  0.05251 1.99 1.16 1.92 3.14 0 0
4 -1 -2 1  0.21376 8.24 4.68 7.8 12.77 0 0
4 -1 -1 -1  0.5958 21.19 13.27 11.16 35.53 0.02 0
4 -1 -1 1  0.33882 16.92 7.36 7.74 20.21 0 0
4 -1 0 -3  0.00534 0.13 0.36 0 0.32 0 0
4 -1 0 -1  0.41496 19 9.23 2.87 24.71 0 0
4 -1 0 1  0.15791 9.24 3.41 2.73 9.41 0 0
4 -1 1 -1  0.05686 2.69 1.24 1.35 3.38 0 0
4 -1 1 1  0.03009 1.83 0.65 0.93 1.79 0 0
4 -1 2 -1  0.00614 0.3 0.13 0.25 0.37 0 0
4 -1 2 1  0.00421 0.26 0.09 0.2 0.25 0 0
4 0 -4 -1  -0.0068 -0.28 -0.15 -0.5 0 0 0
4 0 -3 -1  -0.00771 -0.29 -0.17 -0.42 0 0 0
4 0 -3 1  0.02174 1.3 0.47 1.19 0.02 0 0
4 0 -2 -3  -0.0039 -0.14 -0.26 -0.14 0 0 0
4 0 -2 -1  0.63371 23.67 13.99 23.16 -0.03 0.08 0
4 0 -2 1  2.41389 90.53 52.84 87.95 -0.35 0.07 0
4 0 -2 3  -0.00632 -0.24 -0.42 -0.24 0 0 0
4 0 -1 -3  -0.00554 -0.34 -0.37 -0.1 0 0 0
4 0 -1 -1  6.57962 223.57 146.75 123.07 -1.94 0.26 0
4 0 -1 1  2.9985 142.57 65.02 71.12 -0.78 0.06 0
4 0 -1 3  -0.00664 -0.31 -0.44 -0.19 0 0 0
4 0 0 -3  0.06257 1.51 4.19 -0.04 -0.03 0.02 0
4 0 0 -1  3.67449 157.55 81.63 29.57 -1.61 0.06 0
4 0 0 1  1.19188 65.39 25.66 23.11 -0.45 0.08 0
4 0 0 3  -0.00288 -0.15 -0.19 -0.08 0 0 0
4 0 1 -3  -0.00552 -0.15 -0.38 -0.11 0 0 0
4 0 1 -1  0.47338 20.49 10.32 11.59 -0.25 0.02 0
4 0 1 1  0.21259 11.97 4.56 6.92 -0.1 0.01 0
4 0 2 -1  0.04834 2.1 1.03 2.04 -0.03 0 0
4 0 2 1  0.02828 1.6 0.6 1.37 -0.02 0 0
4 0 3 -1  0.00449 0.2 0.09 0.27 0 0 0
4 0 3 1  0.00323 0.18 0.07 0.21 0 0 0
4 1 -2 1  -0.02957 0.54 -0.67 -1.08 -1.78 0 0
4 1 -1 -1  -0.17191 -3.93 -3.89 -3.2 -10.3 -0.02 0
4 1 -1 1  -0.05097 -1.36 -1.11 -1.24 -3.06 -0.02 0
4 1 0 -3  -0.00304 -0.09 -0.2 0 -0.18 0 0
4 1 0 -1  -0.11308 -4.83 -2.51 -0.93 -6.76 -0.02 0
4 1 0 1  -0.02549 -1.26 -0.54 -0.52 -1.53 0 0
4 1 1 -1  -0.01692 -0.79 -0.37 -0.42 -1.01 0 0
4 1 1 1  -0.00558 -0.32 -0.12 -0.19 -0.33 0 0
4 2 -2 1  -0.00277 -0.16 -0.06 -0.1 -0.33 0 0
4 2 -1 -1  -0.00438 -0.25 -0.09 -0.08 -0.52 0 0
5 0 -2 -1  -0.00505 -0.21 -0.11 -0.19 0 -1.96 0.01
5 0 -2 1  -0.00519 -0.29 -0.11 -0.2 0 -2.02 0.01
5 0 -1 -1  -0.01049 -0.54 -0.24 -0.22 0.01 -4.08 0.02
5 0 -1 1  -0.00245 -0.21 -0.05 -0.09 0 -0.95 0
5 0 0 -1  -0.00254 -0.19 -0.06 -0.07 0 -0.99 0
6 -1 -3 1  0.00415 0.24 0.09 0.23 0.25 0 0
6 -1 -2 -1  0.01091 0.59 0.24 0.4 0.65 0 0
6 -1 -2 1  0.00939 0.64 0.2 0.38 0.56 0 0
6 -1 -1 -1  0.01486 0.96 0.33 0.35 0.88 0 0
6 -1 -1 1  0.00757 0.59 0.16 0.24 0.45 0 0
6 -1 0 -1  0.00652 0.47 0.14 0.12 0.39 0 0
6 -1 0 1  0.00288 0.24 0.06 0.09 0.17 0 0
6 0 -3 -1  0.00702 0.4 0.15 0.38 0 0 0
6 0 -3 1  0.03118 1.77 0.68 1.71 0 0 0
6 0 -2 -1  0.08096 4.28 1.79 3 -0.04 0 0
6 0 -2 1  0.05963 3.97 1.28 2.46 -0.03 0 0
6 0 -1 -1  0.09403 5.84 2.08 2.28 -0.07 0 0
6 0 -1 1  0.04217 3.17 0.89 1.37 -0.03 0 0
6 0 0 -1  0.03674 2.54 0.8 0.73 -0.03 0 0
6 0 0 1  0.01465 1.19 0.31 0.47 -0.01 0 0
6 0 1 -1  0.00654 0.46 0.14 0.22 0 0 0
6 0 1 1  0.00305 0.25 0.06 0.13 0 0 0
6 1 -2 -1  -0.00256 -0.08 -0.06 -0.09 -0.15 0 0
6 1 -1 -1  -0.0035 -0.19 -0.08 -0.08 -0.21 0 0
233
0 0 0 0  385000.52719 -7992.63 -11.06 21578.08 -4.53 11.39 -0.06
0 0 0 2  -3.14837 -204.48 -138.94 159.64 -0.39 0.12 0
0 0 1 -2  79.66183 -359.45 3583.79 1454.02 -2.37 0.85 0
0 0 1 0  -20905.32206 6888.23 -35.83 -380331.74 22.31 1.77 0
0 0 1 2  -0.10326 -9.14 -4.53 8.08 0 0.02 0
0 0 2 -4  -0.00837 0.07 -0.75 -0.31 0 0 0
0 0 2 -2  -4.42124 18.29 -198.91 -161.9 0.14 -0.04 0
0 0 2 0  -569.92332 374.44 -1.99 -20737.33 5.79 0.44 0
0 0 3 0  -23.21032 26.49 -0.14 -1266.64 0.63 0.05 0
0 0 4 0  -1.11693 1.98 0 -81.26 0.06 0 0
0 0 5 0  -0.05888 0.15 0 -5.35 0 0 0
0 1 -4 0  -0.02674 -0.56 0 -1.94 -1.6 0 0
0 1 -3 0  -0.42242 -9.35 0.2 -23.04 -25.3 0 0
0 1 -2 0  -7.00293 -161.63 3.29 -254.78 -419.55 -0.12 0
0 1 -2 2  -0.0502 -1.17 -2.24 -1.83 -3.01 0 0
0 1 -1 -2  -0.00769 -0.15 -0.34 -0.04 -0.46 0 0
0 1 -1 0  -129.62476 -3122.77 61.8 -2362.46 -7767.84 -0.74 0
0 1 -1 2  0.33465 7.26 14.91 5.99 20.06 0 0
0 1 0 -2  -0.18568 -4.48 -8.29 0.54 -11.12 0 0
0 1 0 0  48.8901 1082.4 -25.99 156.78 2926.5 -3.76 0.02
0 1 0 2  -0.15803 -3.35 -7.06 -0.08 -9.46 -0.03 0
0 1 1 -2  -0.24811 -2.72 -11.08 -4.5 -14.87 0 0
0 1 1 0  104.75896 2165.07 -47.62 1929.1 6279.07 -0.6 0
0 1 1 2  -0.00682 -0.05 -0.31 -0.17 -0.41 0 0
0 1 2 -2  0.03265 0.36 1.45 1.2 1.96 0 0
0 1 2 0  5.75105 119.47 -2.62 210.76 344.76 -0.09 0
0 1 3 0  0.35509 7.33 -0.16 19.48 21.29 0 0
0 1 4 0  0.02304 0.47 0 1.68 1.38 0 0
0 2 -3 0  -0.00938 -0.29 0 -0.51 -1.12 0 0
0 2 -2 0  -0.13618 -4.1 0.09 -4.96 -16.31 0 0
0 2 -1 0  -2.11728 -59.78 1.22 -38.7 -253.61 0 0
0 2 -1 2  0.0045 0.12 0.2 0.08 0.54 0 0
0 2 0 -2  -0.00558 -0.14 -0.25 0 -0.67 0 0
0 2 0 0  1.06575 16.47 -0.6 3.28 127.54 0 0
0 2 1 0  1.16562 22.2 -0.39 21.49 139.6 0 0
0 2 2 0  0.05072 0.7 0 1.86 6.07 0 0
0 3 -1 0  -0.03894 -1.14 0.03 -0.71 -6.99 0 0
0 3 0 0  0.02127 0.03 0 0.08 3.82 0 0
0 3 1 0  0.01912 0.39 0 0.35 3.43 0 0
1 -2 -1 0  0.00844 0.1 0 0.17 1.01 3.28 0
1 -2 0 0  -0.02948 0.18 0 -0.03 -3.52 -11.46 0.06
1 -1 -2 0  -0.00422 -0.24 0 -0.13 -0.26 -1.64 0
1 -1 -1 0  0.11411 0 -0.02 2.31 6.8 44.37 -0.23
1 -1 0 -2  -0.01366 -0.21 -0.61 0 -0.82 -5.31 0.03
1 -1 0 0  0.49757 32.61 -1.42 0.14 30 193.46 -1.02
1 -1 1 0  0.10998 5.32 -0.17 2.14 6.59 42.76 -0.23
1 -1 2 0  0.01121 0.52 0 0.42 0.67 4.36 -0.02
1 0 -4 0  -0.00636 -0.18 0 -0.46 0 -2.47 0
1 0 -3 0  -0.09938 -2.83 0.09 -5.45 -0.04 -38.64 0.2
1 0 -2 0  -1.73852 -48.13 1.59 -63.71 -0.5 -675.99 3.56
1 0 -2 2  0.00457 0.03 0.2 0.16 0 1.78 0
1 0 -1 -2  -0.04232 -0.6 -1.87 -0.77 0 -16.45 0.09
1 0 -1 0  -8.37909 -219.27 9.53 -156.07 -0.84 -3257.99 17.18
1 0 -1 2  -0.02471 -0.5 -1.08 -0.46 0 -9.61 0.05
1 0 0 -2  -0.79564 -11.23 -35.24 -0.22 0 -309.37 1.63
1 0 0 0  108.74265 2351.06 -120.48 69.82 2.01 42281.56 -222.9
1 0 0 2  -0.01874 -0.51 -0.83 -0.13 0 -7.29 0.04
1 0 1 -2  0.06055 0.87 2.67 1.14 0 23.54 -0.12
1 0 1 0  6.32199 138.54 -6.74 118.1 -0.56 2458.13 -12.96
1 0 2 0  0.37852 7.87 -0.4 13.92 -0.09 147.18 -0.78
1 0 3 0  0.02368 0.46 -0.02 1.3 0 9.21 -0.05
1 1 -3 0  0.01729 0.21 0 0.95 1.04 6.72 -0.04
1 1 -2 0  0.33226 4.67 -0.1 12.19 19.9 129.18 -0.68
1 1 -1 0  0.85127 -2.92 -0.5 15.94 50.91 330.99 -1.74
1 1 0 -2  0.03379 0.04 1.48 0.11 2.02 13.14 -0.07
1 1 0 0  -16.67533 -4.78 10.81 -19.36 -997.67 -6483.73 34.18
1 1 1 -2  -0.00562 0 -0.25 -0.11 -0.34 -2.18 0
1 1 1 0  -0.93335 -1.07 0.64 -18.08 -55.84 -362.91 1.91
1 1 2 0  -0.05904 -0.12 0.04 -2.22 -3.53 -22.96 0.12
1 1 3 0  -0.00392 0 0 -0.22 -0.23 -1.52 0
1 2 -1 0  0.00438 0.14 0 0.08 0.52 1.7 0
1 2 0 0  0.03729 0.6 -0.03 0.07 4.47 14.5 -0.08
1 2 1 0  0.00646 0.12 0 0.13 0.77 2.51 0
2 -4 -1 0  -0.00426 -0.08 0 -0.08 -1.02 0 0
2 -4 0 0  -0.01578 -0.66 0 0 -3.78 0 0
2 -3 -2 0  0.01116 0.26 0 0.41 2 0 0
2 -3 -1 0  -0.14808 -2.64 0.03 -2.71 -26.58 0 0
2 -3 0 0  -0.41076 -15.67 0.09 -0.51 -73.71 0 0
2 -3 1 0  -0.02855 -1.2 0 -0.56 -5.12 0 0
2 -2 -3 0  0.01517 0.23 0 0.83 1.81 0 0
2 -2 -2 0  0.34304 6.87 -0.03 12.5 41.04 0 0
2 -2 -1 -2  0.00957 0.13 0.43 0.17 1.15 0 0
2 -2 -1 0  -4.95049 -84.9 0.91 -90.35 -592.24 0.03 0
2 -2 0 -2  0.02839 0.78 1.27 -0.11 3.4 0 0
2 -2 0 0  -9.88519 -346.35 1.99 -14.48 -1182.31 0.07 0
2 -2 1 -2  0.00792 0.09 0.36 0.14 0.95 0 0
2 -2 1 0  -0.65758 -25.02 0.18 -13.07 -78.64 0 0
2 -2 2 0  -0.04608 -1.86 0 -1.76 -5.51 0 0
2 -1 -4 0  0.02334 0.28 0 1.7 1.4 0 0
2 -1 -3 0  0.49506 7.68 0 27.04 29.62 0 0
2 -1 -2 -2  0.01518 0.17 0.68 0.54 0.91 0 0
2 -1 -2 0  10.05654 188.87 -1.29 366.36 601.57 -0.03 0
2 -1 -2 2  0.03024 0.36 1.36 1.1 1.81 0 0
2 -1 -1 -2  0.32336 4.56 14.42 5.73 19.34 0 0
2 -1 -1 0  -152.14314 -2564.2 30.4 -2771.74 -9097.84 0.06 0
2 -1 -1 2  0.03734 0.84 1.68 0.85 2.23 0 0
2 -1 0 -2  0.6571 17.83 29.3 -2.92 39.26 0 0
2 -1 0 0  -204.59357 -6583.8 38.79 -377.95 -12225.82 0.27 0
2 -1 1 -2  0.20942 1.81 9.46 3.82 12.5 0 0
2 -1 1 0  -12.83185 -434.14 2.98 -260.02 -766.51 0.02 0
2 -1 2 -2  0.01804 0.34 0.81 0.66 1.08 0 0
2 -1 2 0  -0.84883 -29.75 0.22 -32.8 -50.68 0 0
2 -1 3 0  -0.0585 -2.1 0 -3.33 -3.49 0 0
2 -1 4 0  -0.00413 -0.15 0 -0.31 -0.25 0 0
2 0 -5 0  0.0474 0.93 0 4.32 0 0 0
2 0 -4 0  0.77854 15.43 -0.13 56.71 0.05 0 0
2 0 -3 -2  0.0291 0.44 1.3 1.57 0 0 0
2 0 -3 0  14.40262 282.85 -2.35 786.99 0.58 0.14 0
2 0 -3 2  -0.02008 -0.43 -0.89 -1.09 0 0 0
2 0 -2 -2  0.47263 7.2 21.06 16.92 0 0 0
2 0 -2 0  246.15768 4806.36 -51.78 8962.91 -0.43 1.11 0
2 0 -2 2  0.77405 9.68 34.65 28.17 -0.04 0 0
2 0 -1 -2  8.7517 133.45 390.01 155.98 -0.28 0.2 0
2 0 -1 0  -3699.10468 -63127.05 818 -67236.74 147.86 -15.95 0.14
2 0 -1 2  0.59633 12.13 26.76 14.46 -0.08 0.03 0
2 0 0 -4  -0.00745 -0.11 -0.67 -0.1 0 0 0
2 0 0 -2  10.32129 282.08 460.16 -60.76 -1.29 0.06 0
2 0 0 0  -2955.96651 -86674.51 507.99 -7597.69 323.54 -19.09 0.14
2 0 0 2  0.03143 -0.69 1.43 2.99 0 0 0
2 0 1 -4  -0.01866 -0.11 -1.67 -0.33 0 0 0
2 0 1 -2  4.13118 20.86 186.87 75.09 -0.76 0 0
2 0 1 0  -170.73274 -4963.3 29.72 -3579.16 26.82 -1.82 0
2 0 2 -2  0.28399 2.9 12.83 10.35 -0.06 0 0
2 0 2 0  -10.44472 -300.48 1.81 -410.75 2.24 -0.17 0
2 0 3 -2  0.01811 0.19 0.82 0.99 0 0 0
2 0 3 0  -0.66968 -19.02 0.12 -38.59 0.19 0 0
2 0 4 0  -0.04422 -1.24 0 -3.36 0 0 0
2 1 -4 0  0.01417 1.08 0 1.03 0.85 0 0
2 1 -3 0  0.16858 15.79 -0.24 9.16 10.17 0.05 0
2 1 -2 0  0.14368 122.13 -1.91 4.58 9.23 0.13 0
2 1 -1 -2  -0.04736 2.58 -2.16 -0.89 -2.82 0 0
2 1 -1 0  24.20935 -837.26 13.3 449.34 1443.45 0.26 0
2 1 -1 2  -0.00588 -0.1 -0.26 -0.14 -0.35 0 0
2 1 0 -2  -0.13572 -4.94 -6.04 0.54 -8.13 0.03 0
2 1 0 0  30.82498 873.36 -8.4 94.4 1844.57 3.86 -0.02
2 1 1 -2  -0.05527 1.02 -2.52 -1.02 -3.29 0 0
2 1 1 0  2.6165 90.88 -1.01 56.02 156.64 0.49 0
2 1 2 -2  -0.00537 -0.03 -0.24 -0.2 -0.32 0 0
2 1 2 0  0.21252 8.11 -0.09 8.45 12.72 0.05 0
2 1 3 0  0.01704 0.68 0 0.99 1.02 0 0
2 2 -3 0  -0.01036 -0.29 0 -0.58 -1.25 0 0
2 2 -2 0  -0.10888 -2.72 0 -3.96 -13.05 0 0
2 2 -1 -2  -0.01072 -0.37 -0.47 -0.17 -1.28 0 0
2 2 -1 0  2.3538 79.52 -0.72 42.86 282.05 -0.06 0
2 2 0 0  0.14764 4.88 -0.05 4.9 17.69 -0.29 0
2 2 1 0  0.00912 0.29 0 0.46 1.09 -0.04 0
3 -2 -1 0  0.01389 0.55 0 0.26 1.66 5.4 -0.03
3 -2 0 0  -0.01048 -0.23 0 0.04 -1.25 -4.07 0.02
3 -1 -2 0  0.05293 0.92 0 1.93 3.17 20.58 -0.11
3 -1 -1 0  0.25561 9.61 -0.15 4.83 15.24 99.38 -0.52
3 -1 0 -2  0.01441 0.21 0.64 0 0.86 5.61 -0.03
