318
1 2 -1 0  -0.003 -0.18 0 -0.05 -0.36 -1.16 0
1 2 0 0  -0.03968 -0.61 0.04 -0.07 -4.75 -15.43 0.08
1 2 1 0  -0.00849 -0.16 0 -0.17 -1.02 -3.3 0.02
2 -4 -1 0  0.00812 0.24 0 0.15 1.94 0 0
2 -4 0 0  0.01331 0.58 0 0.02 3.18 0 0
2 -3 -2 0  0.00965 0.26 0 0.35 1.73 0 0
2 -3 -1 0  0.24697 6.33 -0.03 4.52 44.32 0 0
2 -3 0 0  0.33983 13.41 -0.12 0.74 60.98 0 0
2 -3 1 0  0.033 1.42 -0.02 0.67 5.92 0 0
2 -3 2 0  0.00295 0.14 0 0.11 0.53 0 0
2 -2 -3 0  0.01544 0.29 0 0.84 1.85 0 0
2 -2 -2 0  0.29422 6.88 -0.03 10.73 35.21 0 0
2 -2 -1 -2  -0.00434 -0.2 -0.19 -0.08 -0.52 0 0
2 -2 -1 0  7.37173 165.38 -1.06 134.79 881.89 -0.04 0
2 -2 -1 2  -0.01541 -0.33 -0.69 -0.29 -1.84 0 0
2 -2 0 -2  0.06314 0.43 2.82 -0.04 7.55 0 0
2 -2 0 0  8.05076 289.14 -3.14 21.09 962.91 -0.06 0
2 -2 0 2  -0.01816 -0.62 -0.81 -0.12 -2.17 0 0
2 -2 1 -2  -0.01644 -0.38 -0.74 -0.3 -1.97 0 0
2 -2 1 0  0.75173 29.04 -0.43 15.47 89.9 0 0
2 -2 1 2  -0.00378 -0.14 -0.17 -0.09 -0.45 0 0
2 -2 2 0  0.06439 2.63 -0.05 2.5 7.7 0 0
2 -2 3 0  0.00538 0.23 0 0.31 0.64 0 0
2 -1 -4 0  0.02949 0.41 0 2.15 1.77 0 0
2 -1 -3 -2  -0.00365 -0.08 -0.16 -0.2 -0.22 0 0
2 -1 -3 0  0.47842 8.72 -0.05 26.15 28.63 0 0
2 -1 -2 -2  -0.02804 -0.74 -1.25 -1.03 -1.68 0 0
2 -1 -2 0  8.60582 187.04 -1.14 313.85 515.03 0.02 0
2 -1 -2 2  -0.02157 -0.21 -0.97 -0.79 -1.29 0 0
2 -1 -1 -2  -0.06103 -3.57 -2.72 -1.22 -3.65 0 0
2 -1 -1 0  205.44315 4157.78 -32.99 3751.43 12284.72 -0.13 0
2 -1 -1 2  -0.42624 -8.3 -19.01 -7.93 -25.48 0 0
2 -1 0 -4  -0.00286 -0.02 -0.26 0 -0.17 0 0
2 -1 0 -2  2.14619 18.77 95.81 -0.84 128.22 0.05 0
2 -1 0 0  164.73458 5378.28 -77.43 545.71 9844.15 -0.18 0
2 -1 0 2  -0.38215 -11.75 -16.94 -3.1 -22.84 0 0
2 -1 1 -2  -0.37453 -6.5 -16.89 -6.91 -22.36 0 0
2 -1 1 0  14.53078 497.46 -9.38 307.25 867.99 0 0
2 -1 1 2  -0.07373 -2.45 -3.26 -1.77 -4.4 0 0
2 -1 2 -2  -0.02887 -0.54 -1.3 -1.06 -1.72 0 0
2 -1 2 0  1.17704 41.72 -0.96 46.23 70.28 0 0
2 -1 2 2  -0.01007 -0.35 -0.44 -0.42 -0.6 0 0
2 -1 3 -2  -0.00232 -0.05 -0.1 -0.13 -0.14 0 0
2 -1 3 0  0.0932 3.39 -0.09 5.36 5.56 0 0
2 -1 4 0  0.0073 0.27 0 0.55 0.44 0 0
2 0 -6 0  0.00497 0.1 0 0.54 0 0 0
2 0 -5 0  0.0685 1.4 -0.03 6.24 0 0 0
2 0 -4 -2  -0.01077 -0.24 -0.48 -0.79 0 0 0
2 0 -4 0  0.94827 19.71 -0.3 69.11 0.06 0 0
2 0 -3 -2  -0.09154 -2.11 -4.08 -5.03 0 0 0
2 0 -3 0  13.194 279.87 -3.19 721.29 0.65 0.14 0
2 0 -3 2  0.00467 0.38 0.2 0.24 0 0 0
2 0 -2 -2  -0.56065 -14.54 -24.99 -20.69 -0.01 0 0
2 0 -2 0  211.65487 4685.54 -42.06 7715.64 7.86 2.12 -0.01
2 0 -2 2  -0.53572 -4.5 -24.12 -19.5 0.04 -0.01 0
2 0 -2 4  0.00282 0.02 0.25 0.1 0 0 0
2 0 -1 -4  -0.0085 0 -0.76 -0.14 0 0 0
2 0 -1 -2  0.17903 -34.06 7.98 1.01 0.03 0.18 0
2 0 -1 0  4586.43061 87132.46 -842.12 83586.18 -191.17 20.31 -0.17
2 0 -1 2  -9.36601 -173.58 -417.66 -173.7 0.48 -0.06 0
2 0 -1 4  0.01993 0.36 1.78 0.39 0 0 0
2 0 0 -4  -0.07518 -0.7 -6.72 0.06 0 0 0
2 0 0 -2  55.17801 530.97 2463.55 -15.35 -6.96 1.2 0
2 0 0 0  2369.91227 69551.14 -1472.5 10817.07 -255.36 22.07 -0.15
2 0 0 2  -5.7417 -155.85 -254 -59.77 0.64 -0.1 0
2 0 0 4  0.01372 0.35 1.22 0.21 0 0 0
2 0 1 -2  -6.38325 -72.7 -288.51 -117.47 1.16 0 0
2 0 1 0  191.95575 5619.27 -153.09 4250.55 -30.1 2.78 -0.02
2 0 1 2  -0.99023 -27.73 -43.7 -25.33 0.16 -0.02 0
2 0 1 4  0.00344 0.09 0.31 0.1 0 0 0
2 0 2 -2  -0.4538 -4.94 -20.52 -16.63 0.1 0 0
2 0 2 0  14.37964 417.8 -13.71 577.47 -3.08 0.28 0
2 0 2 2  -0.12386 -3.49 -5.45 -5.28 0.03 0 0
2 0 3 -2  -0.03336 -0.35 -1.51 -1.83 0 0 0
2 0 3 0  1.05949 30.46 -1.16 61.74 -0.3 0.03 0
2 0 3 2  -0.01332 -0.37 -0.59 -0.8 0 0 0
2 0 4 -2  -0.00247 -0.03 -0.11 -0.18 0 0 0
2 0 4 0  0.07765 2.2 -0.1 5.93 -0.03 0 0
2 0 5 0  0.00568 0.16 0 0.54 0 0 0
2 1 -4 0  0.01819 1.37 -0.02 1.32 1.1 0 0
2 1 -3 0  0.17624 15.8 -0.23 9.59 10.63 0.05 0
2 1 -2 -2  -0.00346 -0.43 -0.15 -0.13 -0.21 0 0
2 1 -2 0  2.48897 257.3 -3.72 89.71 150.19 0.26 0
2 1 -1 -2  -0.00228 0.76 -0.11 -0.05 -0.13 0 0
2 1 -1 0  -28.3981 915.46 -16.7 -528.73 -1693.3 -0.38 0
2 1 -1 2  0.06742 -1.63 3.04 1.29 4.02 0 0
2 1 0 -2  -1.43724 -23.32 -64.11 -0.16 -86.03 -0.04 0
2 1 0 0  -24.3591 -661 29.13 -128.06 -1457.61 -5.21 0.03
2 1 0 2  0.06541 1.46 2.86 0.75 3.91 0.03 0
2 1 1 -2  0.08472 -0.38 3.85 1.59 5.05 0 0
2 1 1 0  -2.91464 -100.96 4.26 -66.13 -174.49 -0.75 0
2 1 1 2  0.01605 0.51 0.7 0.42 0.96 0 0
2 1 2 -2  0.00889 0.07 0.4 0.33 0.53 0 0
2 1 2 0  -0.29023 -11.13 0.47 -11.8 -17.38 -0.08 0
2 1 2 2  0.00262 0.1 0.11 0.11 0.16 0 0
2 1 3 0  -0.02676 -1.08 0.05 -1.57 -1.6 0 0
2 1 4 0  -0.00236 -0.1 0 -0.18 -0.14 0 0
2 2 -3 0  -0.00944 -0.26 0 -0.53 -1.14 0 0
2 2 -2 0  -0.2499 -10.76 0.11 -9.2 -29.88 -0.02 0
2 2 -1 -2  -0.00654 -0.24 -0.29 -0.09 -0.78 0 0
2 2 -1 0  -2.52138 -84.66 0.74 -46.07 -302.13 0.07 0
2 2 -1 2  0.00515 0.17 0.23 0.1 0.62 0 0
2 2 0 -2  -0.02349 -0.29 -0.9 0.49 -2.75 0.04 0
2 2 0 0  -0.18576 -6.48 0.33 -6.56 -22.26 0.39 0
2 2 1 0  -0.01343 -0.46 0.03 -0.71 -1.61 0.06 0
3 -2 -2 0  -0.00399 -0.1 0 -0.15 -0.48 -1.55 0
3 -2 -1 0  -0.01182 -0.5 0 -0.23 -1.41 -4.6 0.02
3 -2 0 0  0.00518 0.05 0 -0.05 0.62 2.01 -0.01
3 -1 -3 0  -0.00297 -0.06 0 -0.16 -0.18 -1.16 0
3 -1 -2 0  -0.08311 -1.91 0.02 -3.04 -4.98 -32.32 0.17
3 -1 -1 0  -0.23141 -9.24 0.19 -4.48 -13.78 -89.98 0.47
3 -1 0 -2  -0.01948 -0.34 -0.87 0 -1.16 -7.57 0.04
3 -1 0 0  0.06507 -0.18 0.16 -1.04 3.93 25.3 -0.13
3 -1 1 0  0.0033 -0.25 0.03 -0.05 0.21 1.28 0
3 0 -3 0  -0.04442 -0.91 0 -2.43 -0.03 -17.27 0.09
3 0 -2 0  -1.22412 -28.1 0.42 -44.73 -0.15 -475.97 2.51
3 0 -2 2  0.00298 0.07 0.13 0.11 0 1.16 0
3 0 -1 -2  -0.02979 -0.39 -1.33 -0.54 0 -11.59 0.06
3 0 -1 0  -3.20968 -121.62 3.09 -62.39 1.61 -1248.01 6.58
3 0 -1 2  0.01215 0.48 0.53 0.25 0 4.72 -0.02
3 0 0 -2  -0.25304 -3.6 -11.27 0.1 0.08 -98.39 0.52
3 0 0 0  0.40423 -12.92 2.28 -14.17 1.05 157.17 -0.83
3 0 0 2  0.00375 0.24 0.16 0.11 0 1.46 0
3 0 1 -2  -0.01062 -0.05 -0.47 -0.18 0 -4.13 0.02
3 0 2 0  -0.00389 -0.5 0.04 -0.26 0.02 -1.51 0
3 1 -3 0  -0.00623 -0.3 0 -0.34 -0.37 -2.42 0.01
3 1 -2 0  -0.04189 -2.51 0.02 -1.5 -2.52 -16.29 0.09
3 1 -1 0  0.27377 5.06 -0.24 5.22 16.36 106.45 -0.56
3 1 0 -2  0.00891 0.14 0.4 -0.01 0.53 3.46 -0.02
3 1 0 0  0.1499 4.45 -0.27 1.61 8.95 58.29 -0.31
3 1 1 0  0.02244 0.7 -0.04 0.59 1.34 8.73 -0.05
3 1 2 0  0.00256 0.08 0 0.11 0.15 1 0
4 -3 -2 0  0.00755 0.33 0 0.28 1.35 0 0
4 -3 -1 0  0.01741 0.97 -0.01 0.36 3.12 0 0
4 -3 0 0  0.00971 0.65 0 0.11 1.74 0 0
4 -2 -3 0  0.0056 0.27 0 0.31 0.67 0 0
4 -2 -2 0  0.15781 6.46 -0.06 5.77 18.87 0 0
4 -2 -1 0  0.30874 16.37 -0.23 6.49 36.9 0 0
4 -2 0 0  0.15227 9.62 -0.17 1.88 18.19 0.01 0
4 -2 1 0  0.02411 1.58 -0.03 0.66 2.88 0 0
4 -2 2 0  0.0029 0.2 0 0.13 0.35 0 0
4 -1 -3 0  0.09982 4.58 -0.04 5.46 5.98 0.02 0
4 -1 -2 0  2.73198 106.73 -1.04 99.83 163.2 0.11 0
4 -1 -2 2  -0.01533 -0.59 -0.68 -0.57 -0.92 0 0
4 -1 -1 -2  0.02289 0.27 1.02 0.41 1.36 0.02 0
4 -1 -1 0  4.37416 221 -3.71 93.87 260.99 -0.05 0
4 -1 -1 2  -0.02273 -1.12 -1 -0.56 -1.36 0 0
4 -1 0 -2  0.00666 0.75 0.26 -0.27 0.39 0.02 0
4 -1 0 0  1.87083 111.8 -2.35 25.65 111.49 0.16 0
4 -1 0 2  -0.01114 -0.64 -0.49 -0.23 -0.66 0 0
4 -1 1 -2  -0.00732 -0.28 -0.33 -0.18 -0.44 0 0
4 -1 1 0  0.28251 17.39 -0.42 8.05 16.82 0.02 0
4 -1 1 2  -0.00251 -0.15 -0.11 -0.08 -0.15 0 0
4 -1 2 0  0.03274 2.05 -0.06 1.49 1.95 0 0
4 -1 3 0  0.00336 0.21 0 0.21 0.2 0 0
4 0 -5 0  -0.00431 -0.18 0 -0.39 0 0 0
4 0 -3 0  1.18682 52.89 -0.5 64.88 0.22 0.25 0
4 0 -3 2  -0.00934 -0.29 -0.42 -0.51 0 0 0
4 0 -2 -2  0.00662 0.09 0.29 0.24 0 0 0
4 0 -2 0  30.77247 1164.74 -12.42 1123.35 -4.25 1.18 0
4 0 -2 2  -0.16977 -6.36 -7.54 -6.26 0.03 0 0
4 0 -1 -2  0.30086 5.06 13.37 5.39 -0.19 0.15 0
4 0 -1 0  38.42974 1853.28 -37.86 849.77 -9.84 0.08 0
4 0 -1 2  -0.20134 -9.45 -8.85 -5.16 0.05 0 0
4 0 0 -2  -0.02391 4.23 -1.47 -2.51 -0.04 0.16 0
4 0 0 0  13.89903 782.37 -19.88 215.74 -5.22 1.37 0
4 0 0 2  -0.085 -4.56 -3.71 -1.97 0.03 0 0
4 0 1 -2  -0.06601 -2.12 -2.98 -1.62 0.03 0.02 0
4 0 1 0  1.97772 113.34 -3.31 59.21 -0.94 0.18 0
4 0 1 2  -0.01781 -0.99 -0.77 -0.63 0 0 0
4 0 2 -2  -0.0098 -0.35 -0.44 -0.41 0 0 0
4 0 2 0  0.21853 12.57 -0.41 10.19 -0.13 0.02 0
4 0 2 2  -0.00274 -0.15 -0.12 -0.14 0 0 0
4 0 3 0  0.02149 1.24 -0.04 1.38 -0.02 0 0
4 1 -3 0  0.02682 3.5 -0.05 1.45 1.6 0.02 0
4 1 -2 0  -0.35759 7.75 -0.18 -13.13 -21.49 -0.04 0
4 1 -2 2  0.0022 -0.03 0.1 0.08 0.13 0 0
4 1 -1 -2  -0.01875 -0.68 -0.83 -0.35 -1.12 0 0
4 1 -1 0  -0.63523 -17.62 0.74 -14.32 -38.11 -0.21 0
4 1 -1 2  0.00353 0.09 0.15 0.09 0.21 0 0
4 1 0 0  -0.28911 -15.1 0.59 -4.73 -17.3 -0.06 0
4 1 1 0  -0.0507 -2.99 0.12 -1.55 -3.03 -0.01 0
4 1 2 0  -0.00668 -0.42 0.02 -0.32 -0.4 0 0
4 2 -3 0  -0.00369 -0.24 0 -0.2 -0.44 0 0
4 2 -2 0  -0.03514 -2.04 0.02 -1.29 -4.21 0 0
4 2 -1 0  -0.02171 -1.51 0.03 -0.57 -2.6 0.01 0
4 2 0 0  -0.00208 -0.16 0 -0.12 -0.25 0 0
5 -1 -2 0  -0.00693 -0.4 0 -0.26 -0.41 -2.7 0.01
5 0 -3 0  -0.01686 -0.72 0 -0.92 0 -6.56 0.03
5 0 -2 0  -0.05725 -3.18 0.07 -2.18 0.05 -22.26 0.12
5 0 -1 -2  -0.00335 -0.11 -0.15 -0.06 0 -1.3 0
5 0 -1 0  -0.0135 -1.57 0.09 -0.64 0.06 -5.25 0.03
5 0 0 0  0.00439 -0.05 0.03 -0.18 0.03 1.71 0
5 1 -2 0  0.00392 0.12 0 0.15 0.23 1.52 0
5 1 -1 0  0.00475 0.24 -0.01 0.12 0.28 1.85 0
6 -2 -3 0  0.00312 0.19 0 0.17 0.37 0 0
6 -2 -2 0  0.00836 0.59 0 0.33 1 0 0
6 -2 -1 0  0.00744 0.61 -0.01 0.21 0.89 0 0
6 -2 0 0  0.00285 0.26 0 0.07 0.34 0 0
6 -1 -3 0  0.039 2.28 -0.02 2.14 2.33 0 0
6 -1 -2 0  0.09033 6.23 -0.11 3.59 5.38 0 0
6 -1 -1 0  0.07142 5.64 -0.12 2.05 4.25 0 0
6 -1 0 0  0.0251 2.16 -0.05 0.66 1.49 0 0
6 -1 1 0  0.00477 0.42 -0.01 0.18 0.28 0 0
6 0 -4 0  0.01376 0.88 0 1 0 0 0
6 0 -3 0  0.29255 16.72 -0.19 16.04 -0.08 0.03 0
6 0 -3 2  -0.00287 -0.16 -0.13 -0.16 0 0 0
6 0 -2 -2  0.00364 0.13 0.16 0.13 0 0 0
6 0 -2 0  0.57156 38.34 -0.75 22.97 -0.26 0.02 0
6 0 -2 2  -0.00509 -0.34 -0.22 -0.22 0 0 0
6 0 -1 0  0.39451 30.1 -0.74 11.79 -0.25 0.03 0
6 0 -1 2  -0.00359 -0.27 -0.16 -0.13 0 0 0
6 0 0 -2  -0.00214 -0.07 -0.1 -0.07 0 0 0
6 0 0 0  0.12616 10.43 -0.29 3.57 -0.1 0.02 0
6 0 1 0  0.02285 1.93 -0.06 0.91 -0.02 0 0
6 0 2 0  0.00318 0.27 0 0.18 0 0 0
6 1 -3 0  -0.00478 0.05 0 -0.26 -0.29 0 0
6 1 -2 0  -0.01282 -0.47 0.02 -0.52 -0.77 0 0
6 1 -1 0  -0.01064 -0.66 0.02 -0.32 -0.64 0 0
6 1 0 0  -0.00396 -0.31 0.01 -0.12 -0.24 0 0
8 0 -4 0  0.00324 0.25 0 0.24 0 0 0
8 0 -3 0  0.0084 0.72 -0.01 0.49 0 0 0
8 0 -2 0  0.00866 0.83 -0.02 0.4 0 0 0
8 0 -1 0  0.00455 0.47 -0.01 0.18 0 0 0
278
0 0 0 1  18461.4 0 412529.61 0 0 0 0
0 0 0 3  -6.29664 7.68 -422.65 -13.21 0.02 -0.02 0
0 0 0 5  0.00592 0 0.66 0.02 0 0 0
0 0 1 -5  -0.00236 0.02 -0.26 -0.05 0 0 0
0 0 1 -3  2.79871 -17.13 188.68 50.78 -0.11 0.04 0
0 0 1 -1  999.70079 -563.82 22508.54 18298.82 -0.92 -0.21 0
0 0 1 1  1010.1743 -93.16 22571.83 18386.36 -0.76 -0.17 0
0 0 1 3  -1.01941 0.95 -68.42 -19.88 0 0 0
0 0 2 -3  -0.13035 -0.4 -8.78 -4.77 0 0 0
0 0 2 -1  31.75985 -167.64 723.95 1159.97 -1.09 0.22 0
0 0 2 1  61.91229 -23.73 1382.4 2253.18 -0.62 -0.06 0
0 0 2 3  -0.11787 0.11 -7.91 -4.41 0 0 0
0 0 3 -1  1.58131 -10.25 36.06 86.53 -0.08 0 0
0 0 3 1  3.98407 -3.3 88.86 217.43 -0.11 -0.01 0
0 0 3 3  -0.01181 0.01 -0.79 -0.65 0 0 0
0 0 4 -1  0.09157 -0.7 2.09 6.68 0 0 0
0 0 4 1  0.26325 -0.37 5.86 19.15 -0.01 0 0
0 0 5 -1  0.00566 -0.05 0.13 0.51 0 0 0
0 0 5 1  0.01768 -0.04 0.39 1.61 0 0 0
0 1 -4 -1  -0.00646 -0.14 -0.14 -0.47 -0.39 0 0
0 1 -3 -1  -0.07479 -1.69 -1.63 -4.08 -4.48 0 0
0 1 -3 1  -0.02365 -0.35 -0.53 -1.29 -1.42 0 0
0 1 -2 -1  -0.79322 -18.59 -17.32 -28.86 -47.52 -0.01 0
0 1 -2 1  -0.30129 -4.79 -6.71 -11.01 -18.04 -0.01 0
0 1 -1 -3  0.00679 0.14 0.45 0.14 0.41 0 0
0 1 -1 -1  -6.73173 -159.36 -146.94 -122.89 -403.36 -0.03 0
0 1 -1 1  -5.6326 -148.81 -123.96 -102.8 -337.62 -0.04 0
0 1 -1 3  -0.00911 -0.2 -0.61 -0.15 -0.55 0 0
0 1 0 -1  -4.83983 70.86 -100.97 -8.74 -289.05 0.02 0
0 1 0 1  -6.46036 28.14 -136.25 -20.21 -386.09 0.29 0
0 1 0 3  0.01157 0.06 0.77 0.04 0.69 0 0
0 1 1 -3  -0.00703 -0.04 -0.47 -0.13 -0.42 0 0
0 1 1 -1  -5.07614 -113.16 -112.23 -93.12 -304.28 0 0
0 1 1 1  -5.31151 -99.03 -115.96 -99.19 -318.3 0.06 0
0 1 1 3  0.00668 0.1 0.45 0.13 0.4 0 0
0 1 2 -1  -0.31292 -4.92 -6.96 -11.47 -18.75 0 0
0 1 2 1  -0.63884 -12.56 -13.95 -23.51 -38.29 0.01 0
0 1 3 -1  -0.02419 -0.36 -0.54 -1.33 -1.45 0 0
0 1 3 1  -0.06176 -1.23 -1.35 -3.4 -3.7 0 0
0 1 4 1  -0.00548 -0.11 -0.12 -0.4 -0.33 0 0
0 2 -2 -1  -0.01571 -0.49 -0.34 -0.57 -1.88 0 0
0 2 -2 1  -0.00536 -0.12 -0.12 -0.2 -0.64 0 0
0 2 -1 -1  -0.11335 -3.25 -2.46 -2.07 -13.58 0 0
0 2 -1 1  -0.09511 -3.17 -2.08 -1.73 -11.39 0 0
0 2 0 -1  -0.01801 3.13 -0.33 -0.14 -2.14 0 0
0 2 0 1  -0.05729 2.09 -1.19 -0.39 -6.84 0 0
0 2 1 -1  -0.06187 -1.29 -1.37 -1.13 -7.41 0 0
0 2 1 1  -0.05504 -0.81 -1.21 -1.04 -6.59 0 0
0 2 2 -1  -0.00284 -0.02 -0.06 -0.1 -0.34 0 0
0 2 2 1  -0.00528 -0.06 -0.12 -0.19 -0.63 0 0
0 3 -1 -1  -0.00216 -0.07 -0.05 -0.04 -0.39 0 0
1 -2 0 1  0.00214 0 0.05 0 0.26 0.83 0
1 -1 -1 -1  0.01031 0.07 0.23 0.2 0.62 4.01 -0.02
1 -1 0 -1  -0.01346 -1.07 -0.27 0 -0.82 -5.23 0.03
1 -1 0 1  -0.01829 -1.52 -0.33 0 -1.11 -7.11 0.04
1 -1 1 -1  -0.02012 -0.42 -0.45 -0.38 -1.2 -7.83 0.04
